WHOREGION,FLUSEASON,HEMISPHERE,COUNTRY_AREA_TERRITORY,MMWR_WEEKSTARTDATE,MMWR_YEAR,MMWR_WEEK,RSV
EUR,NH,NH,Kyrgyzstan,2018-09-02,2018,36,0
EUR,NH,NH,Kyrgyzstan,2018-09-02,2018,36,0
EUR,NH,NH,Kyrgyzstan,2018-09-09,2018,37,0
EUR,NH,NH,Kyrgyzstan,2018-09-09,2018,37,0
EUR,NH,NH,Kyrgyzstan,2018-09-16,2018,38,0
EUR,NH,NH,Kyrgyzstan,2018-09-16,2018,38,0
EUR,NH,NH,Kyrgyzstan,2018-09-23,2018,39,0
EUR,NH,NH,Kyrgyzstan,2018-09-23,2018,39,0
EUR,NH,NH,Kyrgyzstan,2018-09-30,2018,40,0
EUR,NH,NH,Kyrgyzstan,2018-09-30,2018,40,0
EUR,NH,NH,Kyrgyzstan,2018-10-07,2018,41,0
EUR,NH,NH,Kyrgyzstan,2018-10-07,2018,41,0
EUR,NH,NH,Kyrgyzstan,2018-10-14,2018,42,0
EUR,NH,NH,Kyrgyzstan,2018-10-14,2018,42,0
EUR,NH,NH,Kyrgyzstan,2018-10-21,2018,43,0
EUR,NH,NH,Kyrgyzstan,2018-10-21,2018,43,0
EUR,NH,NH,Kyrgyzstan,2018-10-28,2018,44,0
EUR,NH,NH,Kyrgyzstan,2018-10-28,2018,44,0
EUR,NH,NH,Kyrgyzstan,2018-11-04,2018,45,0
EUR,NH,NH,Kyrgyzstan,2018-11-04,2018,45,0
EUR,NH,NH,Kyrgyzstan,2018-11-11,2018,46,0
EUR,NH,NH,Kyrgyzstan,2018-11-11,2018,46,0
EUR,NH,NH,Kyrgyzstan,2018-11-18,2018,47,0
EUR,NH,NH,Kyrgyzstan,2018-11-18,2018,47,0
EUR,NH,NH,Kyrgyzstan,2018-11-25,2018,48,0
EUR,NH,NH,Kyrgyzstan,2018-11-25,2018,48,0
EUR,NH,NH,Kyrgyzstan,2018-12-02,2018,49,0
EUR,NH,NH,Kyrgyzstan,2018-12-02,2018,49,0
EUR,NH,NH,Kyrgyzstan,2018-12-09,2018,50,0
EUR,NH,NH,Kyrgyzstan,2018-12-09,2018,50,0
EUR,NH,NH,Kyrgyzstan,2018-12-16,2018,51,0
EUR,NH,NH,Kyrgyzstan,2018-12-16,2018,51,0
EUR,NH,NH,Kyrgyzstan,2018-12-23,2018,52,0
EUR,NH,NH,Kyrgyzstan,2018-12-23,2018,52,0
EUR,NH,NH,Kyrgyzstan,2018-12-30,2019,1,0
EUR,NH,NH,Kyrgyzstan,2018-12-30,2019,1,0
EUR,NH,NH,Kyrgyzstan,2019-01-06,2019,2,0
EUR,NH,NH,Kyrgyzstan,2019-01-06,2019,2,0
EUR,NH,NH,Kyrgyzstan,2019-01-13,2019,3,0
EUR,NH,NH,Kyrgyzstan,2019-01-13,2019,3,0
EUR,NH,NH,Kyrgyzstan,2019-01-20,2019,4,0
EUR,NH,NH,Kyrgyzstan,2019-01-20,2019,4,0
EUR,NH,NH,Kyrgyzstan,2019-01-27,2019,5,0
EUR,NH,NH,Kyrgyzstan,2019-01-27,2019,5,0
EUR,NH,NH,Kyrgyzstan,2019-02-03,2019,6,0
EUR,NH,NH,Kyrgyzstan,2019-02-03,2019,6,0
EUR,NH,NH,Kyrgyzstan,2019-02-10,2019,7,0
EUR,NH,NH,Kyrgyzstan,2019-02-10,2019,7,0
EUR,NH,NH,Kyrgyzstan,2019-02-17,2019,8,0
EUR,NH,NH,Kyrgyzstan,2019-02-17,2019,8,0
EUR,NH,NH,Kyrgyzstan,2019-02-24,2019,9,0
EUR,NH,NH,Kyrgyzstan,2019-02-24,2019,9,0
EUR,NH,NH,Kyrgyzstan,2019-03-03,2019,10,0
EUR,NH,NH,Kyrgyzstan,2019-03-03,2019,10,0
EUR,NH,NH,Kyrgyzstan,2019-03-10,2019,11,0
EUR,NH,NH,Kyrgyzstan,2019-03-10,2019,11,0
EUR,NH,NH,Kyrgyzstan,2019-03-17,2019,12,0
EUR,NH,NH,Kyrgyzstan,2019-03-17,2019,12,0
EUR,NH,NH,Kyrgyzstan,2019-03-24,2019,13,0
EUR,NH,NH,Kyrgyzstan,2019-03-24,2019,13,0
EUR,NH,NH,Kyrgyzstan,2019-03-31,2019,14,0
EUR,NH,NH,Kyrgyzstan,2019-03-31,2019,14,0
EUR,NH,NH,Kyrgyzstan,2019-04-07,2019,15,0
EUR,NH,NH,Kyrgyzstan,2019-04-07,2019,15,0
EUR,NH,NH,Kyrgyzstan,2019-04-14,2019,16,0
EUR,NH,NH,Kyrgyzstan,2019-04-14,2019,16,0
EUR,NH,NH,Kyrgyzstan,2019-04-21,2019,17,0
EUR,NH,NH,Kyrgyzstan,2019-04-21,2019,17,0
EUR,NH,NH,Kyrgyzstan,2019-04-28,2019,18,0
EUR,NH,NH,Kyrgyzstan,2019-04-28,2019,18,0
EUR,NH,NH,Kyrgyzstan,2019-05-05,2019,19,0
EUR,NH,NH,Kyrgyzstan,2019-05-05,2019,19,0
EUR,NH,NH,Kyrgyzstan,2019-05-12,2019,20,0
EUR,NH,NH,Kyrgyzstan,2019-05-12,2019,20,0
EUR,NH,NH,Kyrgyzstan,2019-05-19,2019,21,0
EUR,NH,NH,Kyrgyzstan,2019-05-19,2019,21,0
EUR,NH,NH,Kyrgyzstan,2019-05-26,2019,22,0
EUR,NH,NH,Kyrgyzstan,2019-05-26,2019,22,0
EUR,NH,NH,Kyrgyzstan,2019-06-02,2019,23,0
EUR,NH,NH,Kyrgyzstan,2019-06-02,2019,23,0
EUR,NH,NH,Kyrgyzstan,2019-06-09,2019,24,0
EUR,NH,NH,Kyrgyzstan,2019-06-09,2019,24,0
EUR,NH,NH,Kyrgyzstan,2019-06-16,2019,25,0
EUR,NH,NH,Kyrgyzstan,2019-06-16,2019,25,0
EUR,NH,NH,Kyrgyzstan,2019-06-23,2019,26,0
EUR,NH,NH,Kyrgyzstan,2019-06-23,2019,26,0
EUR,NH,NH,Kyrgyzstan,2019-06-30,2019,27,0
EUR,NH,NH,Kyrgyzstan,2019-06-30,2019,27,0
EUR,NH,NH,Kyrgyzstan,2019-07-07,2019,28,0
EUR,NH,NH,Kyrgyzstan,2019-07-07,2019,28,0
EUR,NH,NH,Kyrgyzstan,2019-07-14,2019,29,0
EUR,NH,NH,Kyrgyzstan,2019-07-14,2019,29,0
EUR,NH,NH,Kyrgyzstan,2019-07-21,2019,30,0
EUR,NH,NH,Kyrgyzstan,2019-07-21,2019,30,0
EUR,NH,NH,Kyrgyzstan,2019-07-28,2019,31,0
EUR,NH,NH,Kyrgyzstan,2019-07-28,2019,31,0
EUR,NH,NH,Kyrgyzstan,2019-08-04,2019,32,0
EUR,NH,NH,Kyrgyzstan,2019-08-04,2019,32,0
EUR,NH,NH,Kyrgyzstan,2019-08-11,2019,33,0
EUR,NH,NH,Kyrgyzstan,2019-08-11,2019,33,0
EUR,NH,NH,Kyrgyzstan,2019-08-18,2019,34,0
EUR,NH,NH,Kyrgyzstan,2019-08-18,2019,34,0
EUR,NH,NH,Kyrgyzstan,2019-08-25,2019,35,0
EUR,NH,NH,Kyrgyzstan,2019-08-25,2019,35,0
EUR,NH,NH,Kyrgyzstan,2019-09-01,2019,36,0
EUR,NH,NH,Kyrgyzstan,2019-09-01,2019,36,0
EUR,NH,NH,Kyrgyzstan,2019-09-08,2019,37,0
EUR,NH,NH,Kyrgyzstan,2019-09-08,2019,37,0
EUR,NH,NH,Kyrgyzstan,2019-09-29,2019,40,0
EUR,NH,NH,Kyrgyzstan,2019-09-29,2019,40,0
EUR,NH,NH,Kyrgyzstan,2019-10-06,2019,41,0
EUR,NH,NH,Kyrgyzstan,2019-10-06,2019,41,0
EUR,NH,NH,Kyrgyzstan,2019-10-13,2019,42,0
EUR,NH,NH,Kyrgyzstan,2019-10-13,2019,42,0
EUR,NH,NH,Kyrgyzstan,2019-10-20,2019,43,0
EUR,NH,NH,Kyrgyzstan,2019-10-20,2019,43,0
EUR,NH,NH,Kyrgyzstan,2019-10-27,2019,44,0
EUR,NH,NH,Kyrgyzstan,2019-10-27,2019,44,0
EUR,NH,NH,Kyrgyzstan,2019-11-03,2019,45,0
EUR,NH,NH,Kyrgyzstan,2019-11-03,2019,45,0
EUR,NH,NH,Kyrgyzstan,2019-11-10,2019,46,0
EUR,NH,NH,Kyrgyzstan,2019-11-10,2019,46,0
EUR,NH,NH,Kyrgyzstan,2019-11-17,2019,47,0
EUR,NH,NH,Kyrgyzstan,2019-11-17,2019,47,0
EUR,NH,NH,Kyrgyzstan,2019-11-24,2019,48,0
EUR,NH,NH,Kyrgyzstan,2019-11-24,2019,48,0
EUR,NH,NH,Kyrgyzstan,2019-12-01,2019,49,0
EUR,NH,NH,Kyrgyzstan,2019-12-01,2019,49,0
EUR,NH,NH,Kyrgyzstan,2019-12-08,2019,50,0
EUR,NH,NH,Kyrgyzstan,2019-12-08,2019,50,0
EUR,NH,NH,Kyrgyzstan,2019-12-15,2019,51,0
EUR,NH,NH,Kyrgyzstan,2019-12-15,2019,51,0
EUR,NH,NH,Kyrgyzstan,2019-12-22,2019,52,0
EUR,NH,NH,Kyrgyzstan,2019-12-22,2019,52,0
EUR,NH,NH,Kyrgyzstan,2019-12-29,2020,1,0
EUR,NH,NH,Kyrgyzstan,2019-12-29,2020,1,0
EUR,NH,NH,Kyrgyzstan,2020-01-05,2020,2,0
EUR,NH,NH,Kyrgyzstan,2020-01-05,2020,2,0
EUR,NH,NH,Kyrgyzstan,2020-01-19,2020,4,0
EUR,NH,NH,Kyrgyzstan,2020-01-19,2020,4,0
EUR,NH,NH,Kyrgyzstan,2020-01-26,2020,5,0
EUR,NH,NH,Kyrgyzstan,2020-01-26,2020,5,0
EUR,NH,NH,Kyrgyzstan,2020-02-02,2020,6,0
EUR,NH,NH,Kyrgyzstan,2020-02-02,2020,6,0
EUR,NH,NH,Kyrgyzstan,2020-02-09,2020,7,0
EUR,NH,NH,Kyrgyzstan,2020-02-09,2020,7,0
EUR,NH,NH,Kyrgyzstan,2020-02-16,2020,8,0
EUR,NH,NH,Kyrgyzstan,2020-02-16,2020,8,0
EUR,NH,NH,Kyrgyzstan,2020-02-23,2020,9,0
EUR,NH,NH,Kyrgyzstan,2020-02-23,2020,9,0
EUR,NH,NH,Kyrgyzstan,2020-03-01,2020,10,0
EUR,NH,NH,Kyrgyzstan,2020-03-01,2020,10,0
EUR,NH,NH,Kyrgyzstan,2020-03-08,2020,11,0
EUR,NH,NH,Kyrgyzstan,2020-03-08,2020,11,0
EUR,NH,NH,Kyrgyzstan,2020-03-15,2020,12,0
EUR,NH,NH,Kyrgyzstan,2020-03-15,2020,12,0
EUR,NH,NH,Kyrgyzstan,2020-09-27,2020,40,0
EUR,NH,NH,Kyrgyzstan,2020-09-27,2020,40,0
EUR,NH,NH,Kyrgyzstan,2020-10-04,2020,41,0
EUR,NH,NH,Kyrgyzstan,2020-10-04,2020,41,0
EUR,NH,NH,Kyrgyzstan,2020-10-11,2020,42,0
EUR,NH,NH,Kyrgyzstan,2020-10-11,2020,42,0
EUR,NH,NH,Kyrgyzstan,2020-10-18,2020,43,0
EUR,NH,NH,Kyrgyzstan,2020-10-18,2020,43,0
EUR,NH,NH,Kyrgyzstan,2020-10-25,2020,44,0
EUR,NH,NH,Kyrgyzstan,2020-10-25,2020,44,0
EUR,NH,NH,Kyrgyzstan,2020-11-01,2020,45,0
EUR,NH,NH,Kyrgyzstan,2020-11-01,2020,45,0
EUR,NH,NH,Kyrgyzstan,2020-11-08,2020,46,0
EUR,NH,NH,Kyrgyzstan,2020-11-08,2020,46,0
EUR,NH,NH,Kyrgyzstan,2020-11-15,2020,47,0
EUR,NH,NH,Kyrgyzstan,2020-11-15,2020,47,0
EUR,NH,NH,Kyrgyzstan,2020-11-22,2020,48,0
EUR,NH,NH,Kyrgyzstan,2020-11-22,2020,48,0
EUR,NH,NH,Kyrgyzstan,2020-11-29,2020,49,0
EUR,NH,NH,Kyrgyzstan,2020-11-29,2020,49,0
EUR,NH,NH,Kyrgyzstan,2020-12-06,2020,50,0
EUR,NH,NH,Kyrgyzstan,2020-12-06,2020,50,0
EUR,NH,NH,Kyrgyzstan,2020-12-13,2020,51,0
EUR,NH,NH,Kyrgyzstan,2020-12-13,2020,51,0
EUR,NH,NH,Kyrgyzstan,2020-12-27,2020,53,0
EUR,NH,NH,Kyrgyzstan,2020-12-27,2020,53,0
EUR,NH,NH,Kyrgyzstan,2021-01-03,2021,1,0
EUR,NH,NH,Kyrgyzstan,2021-01-03,2021,1,0
EUR,NH,NH,Kyrgyzstan,2021-01-10,2021,2,0
EUR,NH,NH,Kyrgyzstan,2021-01-10,2021,2,0
EUR,NH,NH,Kyrgyzstan,2021-01-17,2021,3,0
EUR,NH,NH,Kyrgyzstan,2021-01-17,2021,3,0
EUR,NH,NH,Kyrgyzstan,2021-01-24,2021,4,0
EUR,NH,NH,Kyrgyzstan,2021-01-24,2021,4,0
EUR,NH,NH,Kyrgyzstan,2021-01-31,2021,5,0
EUR,NH,NH,Kyrgyzstan,2021-01-31,2021,5,0
EUR,NH,NH,Kyrgyzstan,2021-02-07,2021,6,0
EUR,NH,NH,Kyrgyzstan,2021-02-07,2021,6,0
EUR,NH,NH,Kyrgyzstan,2021-02-14,2021,7,0
EUR,NH,NH,Kyrgyzstan,2021-02-14,2021,7,0
EUR,NH,NH,Kyrgyzstan,2021-02-21,2021,8,0
EUR,NH,NH,Kyrgyzstan,2021-02-21,2021,8,0
EUR,NH,NH,Kyrgyzstan,2021-02-28,2021,9,0
EUR,NH,NH,Kyrgyzstan,2021-02-28,2021,9,0
EUR,NH,NH,Kyrgyzstan,2021-03-07,2021,10,0
EUR,NH,NH,Kyrgyzstan,2021-03-07,2021,10,0
EUR,NH,NH,Kyrgyzstan,2021-03-14,2021,11,0
EUR,NH,NH,Kyrgyzstan,2021-03-14,2021,11,0
EUR,NH,NH,Kyrgyzstan,2021-03-21,2021,12,0
EUR,NH,NH,Kyrgyzstan,2021-03-21,2021,12,0
EUR,NH,NH,Kyrgyzstan,2021-03-28,2021,13,0
EUR,NH,NH,Kyrgyzstan,2021-03-28,2021,13,0
EUR,NH,NH,Kyrgyzstan,2021-04-04,2021,14,0
EUR,NH,NH,Kyrgyzstan,2021-04-04,2021,14,0
EUR,NH,NH,Kyrgyzstan,2021-04-11,2021,15,0
EUR,NH,NH,Kyrgyzstan,2021-04-11,2021,15,0
EUR,NH,NH,Kyrgyzstan,2021-04-18,2021,16,0
EUR,NH,NH,Kyrgyzstan,2021-04-18,2021,16,0
EUR,NH,NH,Kyrgyzstan,2021-04-25,2021,17,0
EUR,NH,NH,Kyrgyzstan,2021-04-25,2021,17,0
EUR,NH,NH,Kyrgyzstan,2021-05-02,2021,18,0
EUR,NH,NH,Kyrgyzstan,2021-05-02,2021,18,0
EUR,NH,NH,Kyrgyzstan,2021-05-09,2021,19,0
EUR,NH,NH,Kyrgyzstan,2021-05-09,2021,19,0
EUR,NH,NH,Kyrgyzstan,2021-05-16,2021,20,0
EUR,NH,NH,Kyrgyzstan,2021-05-16,2021,20,0
EUR,NH,NH,Kyrgyzstan,2021-05-23,2021,21,0
EUR,NH,NH,Kyrgyzstan,2021-05-23,2021,21,0
EUR,NH,NH,Kyrgyzstan,2021-05-30,2021,22,0
EUR,NH,NH,Kyrgyzstan,2021-05-30,2021,22,0
EUR,NH,NH,Kyrgyzstan,2021-06-06,2021,23,0
EUR,NH,NH,Kyrgyzstan,2021-06-06,2021,23,0
EUR,NH,NH,Kyrgyzstan,2021-06-13,2021,24,0
EUR,NH,NH,Kyrgyzstan,2021-06-13,2021,24,0
EUR,NH,NH,Kyrgyzstan,2021-06-20,2021,25,0
EUR,NH,NH,Kyrgyzstan,2021-06-20,2021,25,0
EUR,NH,NH,Kyrgyzstan,2021-06-27,2021,26,0
EUR,NH,NH,Kyrgyzstan,2021-06-27,2021,26,0
EUR,NH,NH,Kyrgyzstan,2021-07-04,2021,27,0
EUR,NH,NH,Kyrgyzstan,2021-07-04,2021,27,0
EUR,NH,NH,Kyrgyzstan,2021-07-11,2021,28,0
EUR,NH,NH,Kyrgyzstan,2021-07-11,2021,28,0
EUR,NH,NH,Kyrgyzstan,2021-07-18,2021,29,0
EUR,NH,NH,Kyrgyzstan,2021-07-18,2021,29,0
EUR,NH,NH,Kyrgyzstan,2021-07-25,2021,30,0
EUR,NH,NH,Kyrgyzstan,2021-07-25,2021,30,0
EUR,NH,NH,Kyrgyzstan,2021-08-01,2021,31,0
EUR,NH,NH,Kyrgyzstan,2021-08-01,2021,31,0
EUR,NH,NH,Kyrgyzstan,2021-08-08,2021,32,0
EUR,NH,NH,Kyrgyzstan,2021-08-08,2021,32,0
EUR,NH,NH,Kyrgyzstan,2021-08-15,2021,33,0
EUR,NH,NH,Kyrgyzstan,2021-08-15,2021,33,0
EUR,NH,NH,Kyrgyzstan,2021-08-22,2021,34,0
EUR,NH,NH,Kyrgyzstan,2021-08-22,2021,34,0
EUR,NH,NH,Kyrgyzstan,2021-08-29,2021,35,0
EUR,NH,NH,Kyrgyzstan,2021-08-29,2021,35,0
EUR,NH,NH,Kyrgyzstan,2021-09-05,2021,36,0
EUR,NH,NH,Kyrgyzstan,2021-09-05,2021,36,0
EUR,NH,NH,Kyrgyzstan,2021-09-12,2021,37,0
EUR,NH,NH,Kyrgyzstan,2021-09-12,2021,37,0
EUR,NH,NH,Kyrgyzstan,2021-09-19,2021,38,0
EUR,NH,NH,Kyrgyzstan,2021-09-19,2021,38,0
EUR,NH,NH,Kyrgyzstan,2021-09-26,2021,39,0
EUR,NH,NH,Kyrgyzstan,2021-09-26,2021,39,0
EUR,NH,NH,Kyrgyzstan,2021-10-03,2021,40,0
EUR,NH,NH,Kyrgyzstan,2021-10-03,2021,40,0
EUR,NH,NH,Kyrgyzstan,2021-10-10,2021,41,0
EUR,NH,NH,Kyrgyzstan,2021-10-10,2021,41,0
EUR,NH,NH,Kyrgyzstan,2021-10-17,2021,42,0
EUR,NH,NH,Kyrgyzstan,2021-10-17,2021,42,0
EUR,NH,NH,Kyrgyzstan,2021-10-24,2021,43,0
EUR,NH,NH,Kyrgyzstan,2021-10-24,2021,43,0
EUR,NH,NH,Kyrgyzstan,2021-10-31,2021,44,0
EUR,NH,NH,Kyrgyzstan,2021-10-31,2021,44,0
EUR,NH,NH,Kyrgyzstan,2021-11-07,2021,45,0
EUR,NH,NH,Kyrgyzstan,2021-11-07,2021,45,0
EUR,NH,NH,Kyrgyzstan,2021-11-14,2021,46,0
EUR,NH,NH,Kyrgyzstan,2021-11-14,2021,46,0
EUR,NH,NH,Kyrgyzstan,2021-11-21,2021,47,0
EUR,NH,NH,Kyrgyzstan,2021-11-21,2021,47,0
EUR,NH,NH,Kyrgyzstan,2021-11-28,2021,48,0
EUR,NH,NH,Kyrgyzstan,2021-11-28,2021,48,0
EUR,NH,NH,Kyrgyzstan,2021-12-05,2021,49,0
EUR,NH,NH,Kyrgyzstan,2021-12-05,2021,49,0
EUR,NH,NH,Kyrgyzstan,2021-12-12,2021,50,0
EUR,NH,NH,Kyrgyzstan,2021-12-12,2021,50,0
EUR,NH,NH,Kyrgyzstan,2021-12-19,2021,51,0
EUR,NH,NH,Kyrgyzstan,2021-12-19,2021,51,0
EUR,NH,NH,Kyrgyzstan,2021-12-26,2021,52,0
EUR,NH,NH,Kyrgyzstan,2021-12-26,2021,52,0
EUR,NH,NH,Kyrgyzstan,2022-01-02,2022,1,0
EUR,NH,NH,Kyrgyzstan,2022-01-02,2022,1,0
EUR,NH,NH,Kyrgyzstan,2022-01-09,2022,2,0
EUR,NH,NH,Kyrgyzstan,2022-01-09,2022,2,0
EUR,NH,NH,Kyrgyzstan,2022-01-16,2022,3,0
EUR,NH,NH,Kyrgyzstan,2022-01-16,2022,3,0
EUR,NH,NH,Kyrgyzstan,2022-01-23,2022,4,0
EUR,NH,NH,Kyrgyzstan,2022-01-23,2022,4,0
EUR,NH,NH,Kyrgyzstan,2022-01-30,2022,5,0
EUR,NH,NH,Kyrgyzstan,2022-01-30,2022,5,0
EUR,NH,NH,Kyrgyzstan,2022-02-06,2022,6,0
EUR,NH,NH,Kyrgyzstan,2022-02-06,2022,6,0
EUR,NH,NH,Kyrgyzstan,2022-02-13,2022,7,0
EUR,NH,NH,Kyrgyzstan,2022-02-13,2022,7,0
EUR,NH,NH,Kyrgyzstan,2022-02-20,2022,8,0
EUR,NH,NH,Kyrgyzstan,2022-02-20,2022,8,0
EUR,NH,NH,Kyrgyzstan,2022-02-27,2022,9,0
EUR,NH,NH,Kyrgyzstan,2022-02-27,2022,9,0
EUR,NH,NH,Kyrgyzstan,2022-03-06,2022,10,0
EUR,NH,NH,Kyrgyzstan,2022-03-06,2022,10,0
EUR,NH,NH,Kyrgyzstan,2022-03-13,2022,11,0
EUR,NH,NH,Kyrgyzstan,2022-03-13,2022,11,0
EUR,NH,NH,Kyrgyzstan,2022-03-20,2022,12,0
EUR,NH,NH,Kyrgyzstan,2022-03-20,2022,12,0
EUR,NH,NH,Kyrgyzstan,2022-03-27,2022,13,0
EUR,NH,NH,Kyrgyzstan,2022-03-27,2022,13,0
EUR,NH,NH,Kyrgyzstan,2022-04-03,2022,14,0
EUR,NH,NH,Kyrgyzstan,2022-04-03,2022,14,0
EUR,NH,NH,Kyrgyzstan,2022-04-10,2022,15,0
EUR,NH,NH,Kyrgyzstan,2022-04-10,2022,15,0
EUR,NH,NH,Kyrgyzstan,2022-04-17,2022,16,0
EUR,NH,NH,Kyrgyzstan,2022-04-17,2022,16,0
EUR,NH,NH,Kyrgyzstan,2022-04-24,2022,17,0
EUR,NH,NH,Kyrgyzstan,2022-04-24,2022,17,0
EUR,NH,NH,Kyrgyzstan,2022-05-01,2022,18,0
EUR,NH,NH,Kyrgyzstan,2022-05-01,2022,18,0
EUR,NH,NH,Kyrgyzstan,2022-05-08,2022,19,0
EUR,NH,NH,Kyrgyzstan,2022-05-08,2022,19,0
EUR,NH,NH,Kyrgyzstan,2022-05-15,2022,20,0
EUR,NH,NH,Kyrgyzstan,2022-05-15,2022,20,0
EUR,NH,NH,Kyrgyzstan,2022-05-22,2022,21,0
EUR,NH,NH,Kyrgyzstan,2022-05-22,2022,21,0
EUR,NH,NH,Kyrgyzstan,2022-05-29,2022,22,0
EUR,NH,NH,Kyrgyzstan,2022-05-29,2022,22,0
EUR,NH,NH,Kyrgyzstan,2022-06-05,2022,23,0
EUR,NH,NH,Kyrgyzstan,2022-06-05,2022,23,0
EUR,NH,NH,Kyrgyzstan,2022-06-12,2022,24,0
EUR,NH,NH,Kyrgyzstan,2022-06-12,2022,24,0
EUR,NH,NH,Kyrgyzstan,2022-06-19,2022,25,0
EUR,NH,NH,Kyrgyzstan,2022-06-19,2022,25,0
EUR,NH,NH,Kyrgyzstan,2022-06-26,2022,26,0
EUR,NH,NH,Kyrgyzstan,2022-06-26,2022,26,0
EUR,NH,NH,Kyrgyzstan,2022-07-03,2022,27,0
EUR,NH,NH,Kyrgyzstan,2022-07-03,2022,27,0
EUR,NH,NH,Kyrgyzstan,2022-07-10,2022,28,0
EUR,NH,NH,Kyrgyzstan,2022-07-10,2022,28,0
EUR,NH,NH,Kyrgyzstan,2022-07-17,2022,29,0
EUR,NH,NH,Kyrgyzstan,2022-07-17,2022,29,0
EUR,NH,NH,Kyrgyzstan,2022-07-24,2022,30,0
EUR,NH,NH,Kyrgyzstan,2022-07-24,2022,30,0
EUR,NH,NH,Kyrgyzstan,2022-07-31,2022,31,0
EUR,NH,NH,Kyrgyzstan,2022-07-31,2022,31,0
EUR,NH,NH,Kyrgyzstan,2022-08-07,2022,32,0
EUR,NH,NH,Kyrgyzstan,2022-08-07,2022,32,0
EUR,NH,NH,Kyrgyzstan,2022-08-14,2022,33,0
EUR,NH,NH,Kyrgyzstan,2022-08-14,2022,33,0
EUR,NH,NH,Kyrgyzstan,2022-08-21,2022,34,0
EUR,NH,NH,Kyrgyzstan,2022-08-21,2022,34,0
EUR,NH,NH,Kyrgyzstan,2022-08-28,2022,35,0
EUR,NH,NH,Kyrgyzstan,2022-08-28,2022,35,0
EUR,NH,NH,Kyrgyzstan,2022-09-04,2022,36,0
EUR,NH,NH,Kyrgyzstan,2022-09-04,2022,36,0
EUR,NH,NH,Kyrgyzstan,2022-09-11,2022,37,0
EUR,NH,NH,Kyrgyzstan,2022-09-11,2022,37,0
EUR,NH,NH,Kyrgyzstan,2022-09-18,2022,38,0
EUR,NH,NH,Kyrgyzstan,2022-09-18,2022,38,0
EUR,NH,NH,Kyrgyzstan,2022-09-25,2022,39,0
EUR,NH,NH,Kyrgyzstan,2022-09-25,2022,39,0
EUR,NH,NH,Kyrgyzstan,2022-10-02,2022,40,0
EUR,NH,NH,Kyrgyzstan,2022-10-02,2022,40,0
EUR,NH,NH,Kyrgyzstan,2022-10-09,2022,41,0
EUR,NH,NH,Kyrgyzstan,2022-10-09,2022,41,0
EUR,NH,NH,Kyrgyzstan,2022-10-16,2022,42,0
EUR,NH,NH,Kyrgyzstan,2022-10-16,2022,42,0
EUR,NH,NH,Kyrgyzstan,2022-10-23,2022,43,0
EUR,NH,NH,Kyrgyzstan,2022-10-23,2022,43,0
EUR,NH,NH,Kyrgyzstan,2022-10-30,2022,44,0
EUR,NH,NH,Kyrgyzstan,2022-10-30,2022,44,0
EUR,NH,NH,Latvia,2012-09-30,2012,40,0
EUR,NH,NH,Latvia,2012-10-07,2012,41,0
EUR,NH,NH,Latvia,2012-10-14,2012,42,0
EUR,NH,NH,Latvia,2012-10-21,2012,43,6
EUR,NH,NH,Latvia,2012-10-28,2012,44,3
EUR,NH,NH,Latvia,2012-11-04,2012,45,4
EUR,NH,NH,Latvia,2012-11-11,2012,46,2
EUR,NH,NH,Latvia,2012-11-18,2012,47,4
EUR,NH,NH,Latvia,2012-11-25,2012,48,6
EUR,NH,NH,Latvia,2012-12-02,2012,49,8
EUR,NH,NH,Latvia,2012-12-09,2012,50,14
EUR,NH,NH,Latvia,2012-12-16,2012,51,11
EUR,NH,NH,Latvia,2012-12-23,2012,52,17
EUR,NH,NH,Latvia,2012-12-30,2013,1,21
EUR,NH,NH,Latvia,2013-01-06,2013,2,25
EUR,NH,NH,Latvia,2013-01-13,2013,3,38
EUR,NH,NH,Latvia,2013-01-20,2013,4,38
EUR,NH,NH,Latvia,2013-01-27,2013,5,40
EUR,NH,NH,Latvia,2013-02-03,2013,6,29
EUR,NH,NH,Latvia,2013-02-10,2013,7,40
EUR,NH,NH,Latvia,2013-02-17,2013,8,42
EUR,NH,NH,Latvia,2013-02-24,2013,9,12
EUR,NH,NH,Latvia,2013-03-03,2013,10,18
EUR,NH,NH,Latvia,2013-03-10,2013,11,6
EUR,NH,NH,Latvia,2013-03-17,2013,12,3
EUR,NH,NH,Latvia,2013-03-24,2013,13,18
EUR,NH,NH,Latvia,2013-03-31,2013,14,16
EUR,NH,NH,Latvia,2013-04-07,2013,15,9
EUR,NH,NH,Latvia,2013-04-14,2013,16,3
EUR,NH,NH,Latvia,2013-04-21,2013,17,6
EUR,NH,NH,Latvia,2013-04-28,2013,18,2
EUR,NH,NH,Latvia,2013-05-05,2013,19,2
EUR,NH,NH,Latvia,2013-05-12,2013,20,0
EUR,NH,NH,Latvia,2013-05-26,2013,22,1
EUR,NH,NH,Latvia,2013-06-02,2013,23,2
EUR,NH,NH,Latvia,2013-06-09,2013,24,0
EUR,NH,NH,Latvia,2013-08-04,2013,32,0
EUR,NH,NH,Latvia,2013-08-18,2013,34,0
EUR,NH,NH,Latvia,2013-09-01,2013,36,0
EUR,NH,NH,Latvia,2013-09-22,2013,39,0
EUR,NH,NH,Latvia,2013-09-29,2013,40,0
